"SENTENCES","LABELS"
"wait, Leto's a girl's name?! I need to brush up on my Greek mythology.","English"
"watchiing katorse waaaha","English"
"I hope he's a DOer, not a talker. RT @TibetDiaries: Japanese PM, Hatoyama gets word to visiting Dalai Lama. http://bit.ly/1927SY","English"
"Why isn't anyone at school today? I think everyone still got a hangover off last weekend.","English"
"WordPress 2.9 launch in near future http://bit.ly/49KOm6","English"
"she can walk that walk!! another song that get me crunk! @Dorroughmusic #DALLASSWAGG","English"
"the only thing about the one show that makes it worth watching is Adrian Chiles' face. admit it.","English"
"IÃƒâ€šÃ‚Â´m quite tired,.. so I go to bed.. and IÃƒâ€šÃ‚Â´ll read the great English book :-d","English"
"Wow! Ain't that nice just finish arguing w/ my sister. I was so calm usually I will flip out & she was pissed of at my calmness. :)","English"
"Halke Se Kasak Masak","Hindi"
"MusicRadar Daily: albums of the decade, heavy metal design, Sonic Fabric http://bit.ly/4BUStH","English"
"Ihh saya mau juga dooonggg~ RT @wowrizaliwow Asiiik ditraktir suis butcher!! Alhamdulillah rezeki emang ga kemana.hehe","English"
"Had a fun halloween with the girlies at CCC1 &lt;3 Zombie nurse, zombie air hostess, minnie mouse and bumble bee love all the way &lt;3","English"
"I got sum phreeduM","English"
"phir kisee mushkilon mein itanee taakat nahin hai kee vo aapako jyaada der tak pareshaan kar .","Hindi"
"RT @jessefeitel: #fest8 #phish YEAH!!! WATER IN THE SKY!","English"
"I'm doing a good thing. Then why does this feel so bad?","English"
"I asked the same question! I need them to do the 'choppa style' LOL RT @Tiwaworks: was that a taunt?!? #swagsurfing?!?","English"
"I am hoping that the dog that I was inherited by my mother is pregnant, as my mother felt that every girl should be a mom.","English"
"Wearing my AWESOME wig!!! =][= and might be going to the beach today!!! :) And i might be able to invite my BFFFFF Temeka!!!","English"
"RT @geheimwissen Die #Schweinegrippe - Pandemie aus der HexenkÃƒÆ’Ã‚Â¼che http://tinyurl.com/ykp525u #Pandemie aus der HexenkÃƒÆ’Ã‚Â¼che","English"
"Hum Ko Nikaloge Ghar se","Hindi"
"Go HAWKS!!! 7 DAYS LEFT YA DIGG NEW PICS UP OF HALLOWEEN!!!","English"
"Jio ne jio phone ke nam pe dhokha diya h... @JioCare","Hindi"
"Hum Kitane Nadan The Yaron","Hindi"
"RT @CNBCClosingBell: Michael Moskow on Closing Bell: Think inflation will be a serious issue beyond 2011","English"
"Ussne Chikoo se phal tod kar laane ko kha.","Hindi"
"gaadee chalee aa rahee thee.","Hindi"
"Sirf mujy q nikala Supreme Court pic.twitter.com/TW9Nlfa9OW","Hindi"
"Hindman tapped for bicycle-friendly effort in Maryland http://bit.ly/3qTqHc","English"
"RT @MidwestBadGirl: watching my baby @simplyophilia1 on ftlor2 #TEAMJUSTRIGHT","English"
"Yess I'm back! Had some technical difficulties but now the boys are back in town! Ay!!!","English"
"Radio church reminded me this morning to ""LOVE THY NEIGHBOR AS THYSELF"". Great way to start my Sunday by loving you beautiful people! =-D.","English"
"Ho Paradesiya","Hindi"
"Oonhonay bandar ko sari baat batayi aur ussay nayay karnay kay leeyay kaha.","Hindi"
"Trying to convince myself that I don't need an iPhone.","English"
"RT @DannyG86: #theworst day of the week is monday","English"
"Note: my dog is a giant fraidy cat. He was scared of the rat.","English"
"LIVING MY LIFE ONE STEP AT A TIME~NO NEED TO RUSH WHEN YOU HAVE PLENTY OF TIME~DON'T WORRY OVER THOSE WHO NEVER MADE IT TO YA FUTURE THE","English"
"it's only just November and the xmas adverts are airing. What's with all the wii adverts?","English"
"Har Haseen Cheez Ka","Hindi"
"When people say ""the party poppin"" u pay ya money and that shit is dead #theworst http://myloc.me/1hJi4","English"
"Nothing to do on a Sunday morning @ 08:18am in front of my computer :/","English"
"Real Madrid star Ronaldo to join forces with Joe Jackson - Tribalfootball.com http://bit.ly/1j0Ack #mj","English"
"Holi Ke din","Hindi"
"To no interior de Sao Paulo no maior tÃƒÆ’Ã‚Â©dio... so PC e joga Xbox, ÃƒÆ’Ã‚Â© bom mas eu quero saaaaaaaaaaaaaaaaair pra da um roleeeeeeee","English"
"Udah awal bulan ... Tp kantong tetep tipis . Tagihan meluncur terus . Bisa di tahan dl ga . Uang gaji lagi seret nih","English"
"Out here early wig my g @facemoney1","English"
"RT @niacakes: RT @youngzeakbho: ""Flip was da shit in 99"" still is. just a lil rusty","English"
"I just took ""Are You In Love With Joe Jonas?"" and got: YOUR NOT!!!!!!!!!!!!!!!! Try it: http://bit.ly/3C6oNg","English"
"I just found a piece of my halloween costume 100 yards up the street. What the hell did I do on Saturday?","English"
"Ye sahi samay hai abhivyakti ki aazadi mangne ki.. .. Aur mil gyi aazadi #Padmavati Supreme Court #viacom18","Hindi"
"Ye ek tarah se supreme Court ke kaam me badha dalna bhi hai.","Hindi"
"SAMA! biologiku 5 loh ha-ha-ha RT @raniranci: @fitfits he eh fittt parah nih nilai aku di ipa byebye aja","English"
"Ken has officially gotten the hang of twitter RT @soulonice6 @iAmKingPhil513 the closest I came to criticizing AI: http://bit.ly/1Ed9vp","English"
"Gaon Mein Mach Gaya Shor","Hindi"
"Maan Seeta ka Apharan Karne aaye Raavan ne bhi yahi Kaha tha.. "" Main Fakeer Hun""","Hindi"
"vah kalakatta gaya aur naukaree dhoondhane laga.","Hindi"
"What type of music you do @ShaneBreen ?!","English"
"Parantu doosri biili ko apni roti ka tukda chotta nahi lagga.","Hindi"
"RT @michaelpilla: RT @drew: Drew Carey is over 150k! Lets get him to a million by Dec 31 for @LIVESTRONG! http://milliondollardrew.com","English"
"Ha Paheli Bar Ek Ladki Mera","Hindi"
"RT @meerasapra: I have plenty of common sense. I just choose to ignore it. #CnH","English"
"TÃƒÆ’Ã‚Â´ saindo pro rolÃƒÆ’Ã‚Âª galera, esse vai ser bom ! SEGURA PEÃƒÆ’Ã†â€™O ! HAHA bem, pelo menos pra mim...","English"
"Matlab Itne Nikamme Hain, Wickets Bhi Hame Hi Taras Kha Ke Dena Pd Rha Hai.  #IndvsPak #PakvInd #PakVsIND #INDvPAK #U19CWC","Hindi"
"Paris Hilton termina Halloween con una gran bronca - Diario Vasco: El DÃƒÆ’Ã‚Â­a (Argentina)Paris Hilton termina Hallo.. http://bit.ly/3vFHDC","English"
"Goriya Hamen Jeena Teri Gali Mein","Hindi"
"http://twitpic.com/o1fgj - Walking home and wishing I had a better camera on me.","English"
"Jo apne vote bnk ki cinta kiye bina #notebandi n #Gst jese kade kdm utha skta h vo kuch bhi kr sakta h","Hindi"
"Whatever the hell CSI this is, is still doing that takes-forever-to-trace-a-call cliche. It's almost 2010. #CSI","English"
"Thande paanee se nahaana..chahiye.","Hindi"
"Keep your voice down, you never know who's listening..","English"
"Only 3more hrs to go...Thank you Jesus!","English"
"RT @OKMagazine: The Last Word with Whitney Port http://bit.ly/KJ2pk","English"
"RT @therocketsummet ""The faith that will shut the mouths of lions must be more than a pious hope that they will not bite"" -anonymous","English"
"Indiandth.com: Direct-To-Home, IPTV & Satellite Radio News: Out of ... http://cli.gs/4MAAX","English"
"says http://tinyurl.com/mgfww2 http://plurk.com/p/2h79d3","English"
"ha kahaanee hamen ek mahatvapoorn paath sikhaatee hai ki hamesha aise hal ke baare mein sochana chaahie jo jyaada upayogee ho.","Hindi"
"Ye media walo ki nayi chaal hai #PNBScam  se logo ko bhatkhane ki, abhi abhi khabar ayi hai ke heera thakur sahi salamat hai, aur chote heera thakur ne police ko bayaan de diya hai, doshi baksha nahi jaayega","Hindi"
"Pehle #Rohingyas  phir #crackerban lagta hai Supreme Court ka bhi bhagwa karan karna padta hai bahut gaddar baithe hai waha par #pmoindia","Hindi"
"reverberating: http://bit.ly/1QHxYb","English"
"Toheen adalat Case Supreme Court ko Sunna chahiye.. Toheen unki hui agr hui b to? Ye sub #PMLN k kehna pe ho rha hai.pic.twitter.com/Tq4iCFZ0Ot","Hindi"
"haven't tweeted in years. this thing still work?","English"
"http://bit.ly/19NYf0 Our #jewelers are dedicated to bringing you the finest #jewelry available using only top-quality select #stones #pearl","English"
"RT @morazen: RT @ezulian: meu deus que lindo gif http://img62.imageshack.us/img62/4065/abe112566f4fdfabbdd45b3.gif","English"
"RT @TheDailyBlonde: NYC Marathon 2009 Uses Social Media to Track Results - http://tinyurl.com/yk5s9cp","English"
"Jab kauvay ne pani pina chaha tu usski chonch pani tak nahi ja saki.","Hindi"
"Jaise #NoteBandi se Pura desh ko Faida hua Hai aise #GSTBill bi hogi  Kal pura furniture shop wale strike kiye the chandigarh mein","Hindi"
"RT @NewsGuyATL: I like big girls too.....(the fags use to call me one back in the day..lmao)","English"
"Modi ji jab bhi 15 lakh Dene ki taiyari krte h koi na koi paise lekar foreign bhaag jata h #ChaukidarHiChorHai #PNBScam","Hindi"
"RT @diane_m: Pumpkin muffins are cooling.","English"
"no, i just don't get the whole taylor thing, and how could you be on his team when there is rpattz instead ???? so much better :D","English"
"I guess we can do it one more time...","English"
"Hum PremiPrem karana jane","Hindi"
"I think it would be tricky to be less amused. After half an hour of waiting at the bus stop, and two buses just driving past, we gave up.","English"
"RT @ZnaTrainer: A proud man is seldom a grateful man, for he never thinks he gets as much as he deserves. Henry Ward Beecher","English"
"Hey Darris! wake up","English"
"I MiiSS U","English"
"Play to kar loge but #ManmohanSingh Jaise Imandari kahan se laoge ?  https://twitter.com/firstpost/status/871997477452382208Ã‚Â Ã¢â‚¬Â¦","Hindi"
"zameen par gira rah gaya.","Hindi"
"Woh mard nahi jo dar jaye #MaryamNawaz Supreme Court https://twitter.com/NurKhairDe/status/884392252193337344Ã‚Â Ã¢â‚¬Â¦","Hindi"
"usake is kaary ko maharshi agasty dekh rahe the unhen bahut aashchary hua.","Hindi"
"LOL RT @TannersDad: Swine flu vaccine shots eliminate wrinkles, bad breath & varicose veins, 2 http://bit.ly/33I8PR #Autism","English"
"in other news: my best friend loves me in beautiful ways, and my boyfriend loves food far more than me.","English"
"RT: @inainaaa: It's time to Sembahyang Purnama w/ @pututuya @ratihdwitaputri @utaridewi :)","English"
"Worst Halloween ever.","English"
"Prohibit #TripleTalaq desh me sab ka equal hauqe. desh 1 desh ke law alag alag q?#uniformcivilcode #1desh1rule @narendramodi @Badlega_India","Hindi"
"I favorited a YouTube video -- Ellen with her Hawaii Chair http://bit.ly/16v9R0","English"
"My slimming strategy: Not very scientific but here goes. The reason my attempts so far have been only partia.. http://bit.ly/2Nk21W","English"
"nggak. Bokap gue pulang cuy HUIHUI RT @fitrwey: @echaulc jadi nginep gax?","English"
"isn't this cool? on the day of Halloween, my neighbour's dog barked all day long, when s/he barely ever before. something to think about ;)","English"
"RT @Wale: dear everybody, never offend nobody u love, it makes sleep impossible..only if you really like them ..","English"
"I'm sick of you, you, you, and you....","English"
"India ki har pe khusi mile the","Hindi"
"So... was that my invite to whoop ur ass? Sounded like it. RT: @therealPRYSLEZZ: @gylliwilli it made nox & I just go out & buy rockband 2.","English"
"I can't help that you don't understand me... @the end of the day you DO respect me","English"
"Hum hai Rahi Pyar Ke","Hindi"
"Zindagi bahut anmol hai use barbaad mat karo.","Hindi"
"Sab mile huye hai sirji Supreme Court #IamWithAK #WhereisPappu","Hindi"
"If you really want white teeth then check this out forget all the rest of the hype you read about. http://tinyurl.com/ye7evwy Dont be fooled","English"
"Winning Back Your Ex - The Ex Back Trick Starts With A Confident Attitude: http://ping.fm/nhaww","English"
"lil wayne live on my ustream (Broadcasting live at http://ustre.am/7ys5)","English"
"Latest! Avoid Batu Berangkai falls during rainy season: KAMPAR, Mon: Police today advised the public aga.. http://bit.ly/1gODzk","English"
"TOBY SAMUEL is now following you on Twitter!: Hi, shannon Twist. TOBY SAMUEL (tobys64) is now following your tw.. http://bit.ly/3EslnJ","English"
"He Gori Banke Chhori","Hindi"
"Haarkar Chikoo ko phal todne jana pada.","Hindi"
"Jab dono billiyan kissi samjhotay par nahi pahonch payi toh dono billiyan ek bandar kay paas gayi.","Hindi"
"RT @AgathaCelia: take me out ini apa sih peras2 susu kan kasian lembunya sakit diperas2 wkwk http://myloc.me/1hLUS","English"
"Give or take a billion ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Â Crooked Timber http://tinyurl.com/yzeoy73","English"
"Taking it easy now that my knees have liquid in them...hence the pain... Damn straight I'll be ready for my next sprint...this Sunday!","English"
"Shahaid bhoomi par beekhar gaya. Jitna shahaid oopar-oopar say oothaya","Hindi"
"Valeria JAHAH valeria es la mete palo HAGAG","English"
"Kyonki unke pankh shahaid mein chipak gaey thay.","Hindi"
"RT @mcflyholland: Help? http://bit.ly/1nlpf Retweet, spam mcfly, spread the word, do whatever you can, need help!! =)","English"
"Kak isna PP mks-jkt bwt ngambil hasil lab ayah di jkt yg ketinggalan","English"
"probably getting of to watch tv than school and than working out and tha going to rake at my grams house to get money to save for VIP","English"
"Jesse #Jio ke liye line lagti thi, wasehi aaj #Starbucks ke bahar lagi hai.","Hindi"
"Yaar yeh Jio wale phone kyun nahin uthate hain?","Hindi"
"Guys Iss diwali fatake na jalaye... Gov ne pehle se hi hamare paise jala die hai #GST #Diwali2017 #Notebandi #HappyDiwali","Hindi"
"gotta souncheck for a performance tommorow at the iroko bar in brixton hill,hosted by dj profetess","English"
"The Flower Of The Dead http://is.gd/4JVrr","English"
"Jisse usski neend toot gayi.","Hindi"
"Rape K liye jail me to daal diya rakshaso ko ab saja b dilva dijiye sahi justice aur kanoon vyawastha K bhi ache din le aaiye.. #MannKiBaat","Hindi"
"Kaffi maakiyan shahaid mein lottpott ho kar maar gayi.","Hindi"
"I just took ""WHAT AGE WILL U DIE AT??????????????"" and got: 100-120! Try it: http://bit.ly/1yGrVO","English"
"Kya aapki agli #MannKiBaat hamare desh ke mahilayon ke liye ho sakti hai? Aap menstruation ke baare mein bole @narendramodi","Hindi"
"Sahi kar raha hai tum jaiso ke sath #jio tum log jant ka khoon chuste ho bc","Hindi"
"RT @top_post: makeuseof: Songr ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ A Desktop MP3 Search Engine That Also Downloads Songs for You: Perhaps THERE A.. http://bit.ly/a9Ahk","English"
"Humlogo ka koi upaay karwayege aap ab saha nahi jata sir bahut ho gaya please sir please sir kuchh to #MannKiBaat","Hindi"
"of Beastly Behavior Sometimes the PEN is mightier than the sword or my tongue is sharper than my gun (but NOT always) When your ready to","English"
"RT @graciasno: PensÃƒÆ’Ã‚Â© que se me habÃƒÆ’Ã‚Â­a desprendido la retina, pero no, solo es el nuevo avatar de @luisricardu << Ãƒâ€šÃ‚Â¡Funciona!","English"
"This appeal was on TV last night, but we thought a few more details would be useful #charity tuesday http://ow.ly/yOgH ^SW","English"
"Wah jitna chatpatatti oonkay pankh utne chipaktay jatay. Oonkay saray shreer mein shahaid lagta jatta.","Hindi"
"Nintendo: Gewinneinbruch http://bit.ly/2m9Bvl","English"
"Happy Sunday and all that bullshyt Twitter.","English"
"Tryin' to enjoy this beautiful Halloween Night!!!","English"
"Halloween Recap on the blog: http://www.michellesidles.com/","English"
"Istrht dirumah dulu trusss nyalonnn ahhh... http://myloc.me/1iArX","English"
"Hey Devdas Nahin Nahin Main Chandanidas","Hindi"
"had ALOT of fun 2day wit Nick,Jhonny,Mae and Jess. the steam is blowin away so im ok 4 now.*903-220-3041*","English"
"Fog/Mist and 53 F at Wilmington, New Hanover International Airport, NC: Winds are North at 6.9 MPH (6 KT). The pres.. http://s1z.us/cg.htm","English"
"Yeh Bik Gayi Hai #BitCoin Ab Bitcoin main kuch nahi hai","Hindi"
"Top 3 weekly #lastfm artists: Inflatable Ingrid - 5. Gomez - 2. Fugazi - 2. http://bit.ly/tvZX1","English"
"usane bahut socha par koee sandhaan samajh na aane par vah beerabal ke paas gaya aur beerabal se kshama maangee .","Hindi"
"Hamara Nam Banarasi Babu","Hindi"
"Thanks Chris Barnett for your cash tonight for your ticket see you there http://bit.ly/2Riq6Q","English"
"OH LOLI!","English"
"To everybody who woke up this morning for church and discovered that you didn't set our clock back... Embarassed... http://loopt.us/GaczUQ.t","English"
"Rape is not something to joke around...aurtai yaha bhi hai aur waha bhi please khuda ka hi khauf karlo","Hindi"
"Wanna talk?","English"
"my day was pretty much fucked up... stayin in; kids didnt go out; azi is gettin sick uurrgghh... wishin i was hittin it with da ladies","English"
"Mummy: Beta dhang ki sabziyaan khareedna seekhlo! Future mein kaam aayega.","Hindi"
"RT @_branquinha_ RT @bjomeliga Saudade da ÃƒÆ’Ã‚Â©poca eu q eu usava creme rinse // eu gostava d usar neutrox meu cabelo ficava lindo! / 1001 util.","English"
"you gotta love the hickey residence drama.... i don't! this day is going more down hill then i thought it could","English"
"This Election Day's Politics Are Local http://bit.ly/1NGV1O","English"
"Ye wo haramkhor hai jo aane wale time me #Trump aur Putin par bhi stop lga sakte hai","Hindi"
"i am sitting at the computer trying to figure this sit out","English"
"Seharusny nyonyany yg olahraga bkn anakny.heheRT @uuiiaa: Ayooo waktunya olahraga.. http://pic.gd/28729f http://myloc.me/1jnVW","English"
"Hum to aap ke divane hai","Hindi"
"Is that #frutporn? RT @salleegal: http://twitpic.com/nwcxa - More Fall 2009 in yard...","English"
"Haay Kya Soch Rahi Ho","Hindi"
"With the Parental Controls on my laptop, some websites were blocked. Dammit.","English"
"um cara que eu nunca vi na vida, nem tenho amigo em comum veio mandar recadinho pedindo convite, que ridiculo -'-","English"
"Mujhe lgta hai jitna teji se police nh #NiravModi ko khoj rhi hogi us se jada to #Twitter kr rha. Ye to hmesa #Trend pe hi rhta hai.","Hindi"
"Gonna be watching this game at home screaming at the tv!!! WHOOO DAT!!!!","English"
"Mukesh ambani ne jio me net free kr diya.....aur mila kya ...usi ke free ke net se usi ke beta pr meme bana rha hai sab...","Hindi"
"Wat skool u go to? RT @YungNik: Driving to school...ugh how I dread waking up at 7!!","English"
"have to pay another fee for my motorcycle class","English"
"OK i wasnt into the ""New York"" video until the end...once the color came in i was like ""aaaaaahhhhhhh"" ok now dats the new york i remember!","English"
"World Series on your brain? Well, we've got plenty of baseball-themed art to keep that fever going: http://bit.ly/2PB4wR","English"
"My bro n law still sitting up in jail is kinda payback for me having to go get his car @ 3 dis mornin. Never could go back to sleep","English"
"Nothing on tv..ugh! I need a good horror movie!","English"
"Upar jaake bhagwan ko Kya jawab Doge jab wo puchenge itni chaplusi kyu krte ho Nehru family ki Itne intelligent hote huye bhi","Hindi"
"Think my blood pressure just doubled! What a fight between Button & Webber, may have forgotten to breathe for most of that lap#F1","English"
"Wah jaldi-jaldi usse chatne lagi. Jab tak unka pait bhar nahi gaya wah shahaid chattee.","Hindi"
"i feel loved and blessed beyond all means. for that i am grateful. thank you. :)","English"
"RT @sd_prince: Atlanta secondary is suspect","English"
"RT @karoli: RT @ursulas: RT @markos: RT @owillis: Purge, GOP, Purge http://bit.ly/3Q6Lg4 #p2","English"
"RT @prosice: RT @BigRud: Shoutouts to my nigga @Prosice yo n check out @wifih www.whatifeelishot.com","English"
"Sheikh Rasheed jamaima se halala karne par tayyar. Supreme Court","Hindi"
"This is for you alex...bored at work and tired. Ready to go home.","English"
"RT @drtiki: Woot! Johnny Johnny named VP of Development at Disney Television Animation! http://bit.ly/1MIcXW congrats @tikijohnny","English"
"My hubby is asleep on the couch. I think I could go for a nap as well while the roast does it's thing.","English"
"On my way to Victors house yay","English"
"Transform Day Makeup to Night -- Fast http://bit.ly/4gUna5","English"
"Goom Hai Kisike Pyar mein","Hindi"
"Kya karoon, kya nahi Kuch bas mein na raha","Hindi"
"mite qet a tattoo that says E.B on my hip on friday . [ Earl Benjamin ] for @benjnewboyz and C.S for myy Aunt .x3","English"
"Logic to bhai apne uss bhai se puch jiski ji hujuri karne aaya h... Kisi ki 7 pushton tak pahuchne ka haq kisne dia usko?","Hindi"
"RT @HereIsKG: Umm helloooo fine man who just walked thru my office building... Where can I get me 1 of YOU?? ((Hahahahah...get em gurl))","English"
"Sab tweet pe tweet kiye ja rahe ho.. Kisi ko ye fikar hai ki #Jio ka net band hone wala hai kuch din me","Hindi"
"InsyaALLAH RT @chinantya: Falling in love with Korea :) . pengen cepet2 lulus kul, menggapai cita2 gw, dan hijrah bersama kluarga gw kesana.","English"
"Sir mainy kuch gareb bacho ko deka, be sab ek ek bachi ko hath m le kr bhekh mang rahy thy,mere puchny par kisi bachchy ne kuch na bataya","Hindi"
"I really want some coffee. A vair stong black coffee with too much sugar and a Curly Wurly. Or an Aero. Or a Kit Kat. Anything chocolate.","English"
"I Damn Love with My Twitter Background :@","English"
"I have the spins","English"
"If...you seek to control God through your obedience, then all your morality is just a way to use God... TK","English"
"Tony: Sign of the Times and parking tickets for poÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢folk http://bit.ly/g0uGq","English"
"Hindu Nair groom,Pooradam 30/172cm http://bit.ly/8rrW","English"
"For @geekerella , but everyone should listen. Such a gorgeous song. ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â« http://blip.fm/~fsaej","English"
"Sabhi muslims ko desh se bahar nikalo, jo #Rammandir banane nahi de rha. Or #TripleTalaq ko support krta he.","Hindi"
"or eggs? :) RT @petapixel Cute - If dogs were like cuckoo birds: http://j.mp/3SIwT7","English"
"Your ass is so nice that it is a shame that you have to sit on it.","English"
"r mere #dosto ko to badam kesar #holi #Diwali khane ko milte hai.","Hindi"
"Re: Where do you live right now?: wow you live in the Mid East? how is it over there? i know, me 2 http://tinyurl.com/ybmv8tu","English"
"Ufffff khan ki jeet ki kharab. Abb sunaa b dooooooo Supreme Court","Hindi"
"Trump kya Indians ko bahar nikalega? Hum toh Rajnigandha khaate hi ameer ho jaate hai.","Hindi"
"That big Walrus lookin dude from OCC just passed me by on the hallway (via @ogabel) did you say ""wad up ninja?!""","English"
"What matters to you doesnt matter to me, what matters to him doesnt change anything.","English"
"Hum #Holi khelenge aur khub khelenge. Pani se ke sath hi khelenge. Saare opponents patli gali se nikal jao.","Hindi"
"Yaha ke #Hawa me hi #Barkat hogi #AasiyaÃ¢â‚¬Â¦ Yaha na #Bhook ka darr, na #Garibi ki maar hogi. Yaha ki har #Subah #EID aur har #Raat #Diwali hogi","Hindi"
"You may feel as if you are being bounced around today by force... More for Sagittarius http://bit.ly/79sZN","English"
"Series over. 104 days til White Sox pitchers and catchers report to Camelback.","English"
"Jaise parbat pe ghata jhukti hai Jaise sagar se lehar uthti hai","Hindi"
"Re-posting a terrific interview with my friend @jaredcotter. A must-see... http://bit.ly/2dBJke","English"
"He Suno Meri Baat","Hindi"
"hope my peepz frenz n fam are havin fun cuz i am cruzn and bein me lol b safe everyone","English"
"Haarkar Chikoo ko phal todne jana pada.","Hindi"
"I'm leaving work early 2day...I have waaaaay to much school work 2 do and an exam 2maro...sighs","English"
"The design I love... from Norway: http://www.bleed.no/ great website and identity (via @Heuserkampf)","English"
"Wa re mere desh ..ek #Padmawat movi ki Supreme Court  ko chinta hai par 300 se jada mote ab tak  #sikshamitro ki ho chuki us par na to #PrimeMinister or na he #YogiAdityanath ji or na Supreme Court ko chinta hai","Hindi"
"RT @magicalmirror1 RT @completesince89 @cam711 feel extra white trash im bout ot drink a beer","English"
"I Didn't Know BLUE From Blue's Clue Was A GiRL... When Since A Blue Is A Color For Girls???","English"
"SHIT REAL! the past few weeks startin to feel like the late 90s early 00s when we used 2 get trash bag cash! http://lnk.ms/1r8wq","English"
"RT @Leeky_F_Baby: miss my baby","English"
"RT @quantick: And the winner may well be: DavidFJBailey #horrificfootball Fred West Ham United.","English"
"Hamari team achhi kheli last 10 over speciali , but bhumra or shami ne new bol se niras kiya he, is pitch pe umesh hota to purana bol se reverse swing kara sakta tha #IndvsSa","Hindi"
"I'm down to my last ammo..need to recharge my batt..need back up! Does anyone copy?? Need back up!!","English"
"YES you are if u don't behave ur self! RT @krystina_04 Omg am I getting blacklisted? Lol what a mess!","English"
"RT @CamFrikknTastic: I'm n the mood 4 Burger King <-- me 2","English"
"Warren BuffettÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Advice to Budding Freelancers and Entrepreneurs http://tinyurl.com/yegk8w9","English"
"O tere kaandhe ka jo til hai O tere seene mein jo dil hai O teri bijli ka jo bill hai Aaj se mera ho gaya.","Hindi"
"Inle  bas ki baat nahi hai vishwas dila pana!Ye kewal #Notebandi jaisa disruption hi kar sakte hain jiska result zero hai!","Hindi"
"im going to get a cup of coffee to wake my self up.","English"
"Rahul Baba hamare jo jawan border par #Shaheed hote hai kbhi unke ghar bhi jaya kro.. #RahulGandhi","Hindi"
"Stop cursing, my dear. We have nothing to admit to ourselves. I pity you for having him.","English"
"Kangen TEMEN-TEMEN...","English"
"Gata Rahe Mera dil","Hindi"
"What are some good underground hip hop songs | Instrumentals | Buy ...: Does anyone know some good underground .. http://bit.ly/2oW94r","English"
"Test http://j.mp/2sLkVb","English"
"Great article about why libertarians/conservative oppose the individual mandate http://tinyurl.com/ya2an5h","English"
"Malfunctioning air horn causes headaches: Falling asleep was a challenge for some North Surrey residents Sunday.. http://bit.ly/3Upg8c","English"
"RT @TransparentStar: I just voted for http://pic.gd/448c67 Check it out! #TweetPhoto...that's a sexy bunny!","English"
"the top of my hair is blonde and the bottom is black :) i love it so much. now my family's here for a belated pat's birthday celebration.","English"
"says im awake now (annoyed) http://plurk.com/p/2h9vug","English"
"how now :( i wanna lend her to copy but how to meet :S","English"
"Oh my!! I got my Google Wave Invite!!!! Thx!! @GoogleWave","English"
"Rape ki saza Sabse behtareen Islam ne batai hai jo aqal k mutabiq bhi hai  , beech chaurahey me Patthar mar mar kar khatam kar diya jaye.","Hindi"
"Gori Ho Kali Ho","Hindi"
"Gaon Galiyon Fulo Kaliyon","Hindi"
"par phir bhee vo jhanda lekar khada raha. tabhee draivar ne ladake ko dekh liya aur gaadee ko rok diya .","Hindi"
"From the positions of the elements in the periodic table predict whichmember of the following pair w: From the .. http://bit.ly/4ixXdY","English"
"Welcome to my life by @popgasm was on WDR2 again this morning! :)) just 16 days until the concert! ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ @samuhaber ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥","English"
"http://waynetones.tk Golmaal Returns Mp3 Ringtones - Dhaka Mobile: Golmaal Returns Mp3 Ring.. http://bit.ly/3KMYAm","English"
"Initiative will improve medical marijuana law http://bit.ly/2kjebD","English"
"So, I said to heck with game and took kids out 2 play. Came back to 24-20. Minn immediately scored. Maybe we shld turn lights on in yrd.","English"
"Sir Ji picture to lagegi aur hum dekhne bhi jaa rahe hain 25 ko..#KarniSena ka yeh raviyaa dikhata ki desh ke sabse bade nyayaale ki kitni izzat karte hain yeh log aur inke saath who state governments bhi itni hi zimmedaar hain jahan hinsa hui Supreme Court #Padmaavat","Hindi"
"Hindustan ka durbhagya dekhie- yaha rape pidit.....logo ki najro me gir jati hai aur porn star logo k dilo par raj krti h....","Hindi"
"Woh bana rahe hai apni duniya invest karte karte. Aur tum reh gaye peeche 'ye bubble hai' kehte kehte","Hindi"
"Oh and I got a virus from a website that said it would give you 100 followers. Ya it made me follow 100 random people and it keeps on addi..","English"
"Modi chaai ke dukaan mein. Na cash chalta hai card nahin,zyyada aage badne ke chakkar mein tum khud peeche na reh jayiyo #sadahuabandar","Hindi"
"RT @KimmieB79: Good morning good morning.wishing u all a fantabulocious day :-) I've got tons a work to do today so I might be MIA.<<Morning","English"
"says eh jadi main ga yaaa? gue takut nih beneran :'-( http://plurk.com/p/2hgb44","English"
"Main kabhi baatlaata nahin par elections se darta hu mein maa","Hindi"
"Tum logon ko saram nahi aati kaya bilkul bhi jo kisi bachi k rape ki aad lekar film release karvana chahte ho saram karo dogle insaano","Hindi"
"ugh My stomach hurts! and Im kinda tired. idg it im so tired during the day i wanna nap. but wen it coms to night time i cnt sleep...????","English"
